         14553892 function calls (14337740 primitive calls) in 35.075 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/roslib/__init__.py:72(is_interactive)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:429(set_initialized)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:693(_missing_)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/idna.py:144(Codec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/data_objects/ObjectListInterface.py:47(__del__)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/topics.py:944(enable_latch)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:959(setFormatter)
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:965(flush)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:410(_checknetloc)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_iotools.py:46(_is_string_like)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros.py:61(get_tcpros_handler)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:513(is_set)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1422(_squeeze_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method math.radians}
        2    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:114(is_global)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/idna.py:216(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/online_graph/src/OnlineTrajectoryHandler.py:158(__del__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/idna.py:251(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/idna.py:293(StreamReader)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/idna.py:290(StreamWriter)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}


